timestamp,sell1,vsell1,buy1,vbuy1,sell2,vsell2,buy2,vbuy2,sell3,vsell3,buy3,vbuy3,sell4,vsell4,buy4,vbuy4,sell5,vsell5,buy5,vbuy5,sell6,vsell6,buy6,vbuy6,sell7,vsell7,buy7,vbuy7,sell8,vsell8,buy8,vbuy8,sell9,vsell9,buy9,vbuy9,sell10,vsell10,buy10,vbuy10
2023-01-14 13:39:26,20906.9,8.364,20906.8,1.981,20907.3,0.335,20906.7,2.514,20907.4,3.95,20906.6,0.001,20907.5,0.037,20906.5,0.001,20907.9,0.359,20906.4,0.005,20908.0,0.001,20906.3,0.014,20908.3,0.001,20906.2,0.008,20908.8,0.028,20905.7,0.005,20908.9,1.7,20905.6,0.478,20909.0,0.001,20905.4,0.338
2023-01-14 13:39:26,20907.0,1.777,20906.9,15.898,20907.4,2.022,20906.8,2.472,20908.2,0.478,20906.7,2.514,20908.3,0.001,20906.6,0.001,20908.8,0.001,20906.5,0.001,20909.1,0.335,20906.4,0.005,20909.2,0.285,20906.3,0.014,20909.3,0.001,20906.2,0.008,20909.6,0.242,20905.8,0.027,20909.8,0.001,20905.7,0.005
2023-01-14 13:39:26,20910.2,2.884,20910.1,5.115,20910.3,1.1,20909.9,0.1,20910.4,2.338,20909.7,0.498,20910.8,0.01,20909.6,0.1,20911.0,0.285,20909.5,0.266,20911.1,0.001,20909.2,0.195,20911.3,0.001,20909.1,0.207,20911.4,0.001,20909.0,0.1,20911.5,0.008,20908.7,0.215,20911.7,0.001,20908.4,0.1
2023-01-14 13:39:26,20910.2,3.526,20910.1,2.291,20910.3,1.1,20909.8,0.132,20910.4,2.338,20909.7,0.498,20910.8,0.01,20908.8,0.57,20911.0,0.261,20908.4,0.255,20911.1,0.001,20908.3,1.731,20911.3,0.001,20908.2,0.063,20911.4,0.001,20908.0,0.002,20911.5,0.035,20907.7,0.003,20911.6,0.283,20907.6,0.657
2023-01-14 13:39:27,20910.2,3.491,20910.1,2.286,20910.3,0.512,20909.8,0.132,20910.4,2.338,20909.7,0.498,20910.8,0.01,20909.1,0.478,20911.0,0.261,20908.3,1.731,20911.1,0.001,20908.2,0.063,20911.3,0.001,20908.0,0.002,20911.4,0.001,20907.7,1.002,20911.5,0.035,20907.6,0.442,20911.6,0.283,20907.5,1.7
2023-01-14 13:39:27,20910.2,3.797,20910.1,0.786,20910.3,0.512,20910.0,0.051,20910.8,0.01,20909.8,0.132,20910.9,0.478,20909.7,0.498,20911.1,0.262,20909.2,0.478,20911.3,0.001,20908.4,1.003,20911.4,0.001,20908.3,1.731,20911.5,0.008,20908.2,0.063,20911.6,0.283,20908.0,0.002,20911.7,0.001,20907.8,1.7
2023-01-14 13:39:27,20910.2,1.35,20910.1,2.257,20910.3,0.512,20910.0,0.051,20910.8,0.01,20909.8,0.132,20910.9,0.478,20909.7,0.498,20911.3,0.001,20908.4,0.57,20911.5,0.008,20908.3,1.731,20911.8,0.222,20908.2,0.063,20912.1,0.026,20908.0,0.002,20912.3,0.307,20907.8,1.7,20912.4,0.001,20907.7,1.214
2023-01-14 13:39:27,20912.7,0.027,20912.6,7.61,20912.8,0.002,20912.5,2.481,20912.9,0.227,20912.3,4.064,20913.0,0.008,20912.2,4.02,20913.1,0.007,20912.1,2.108,20913.2,2.022,20912.0,1.098,20913.3,0.001,20911.8,0.885,20913.4,0.478,20911.7,0.028,20913.8,0.001,20910.9,2.089,20913.9,0.262,20910.8,0.212
2023-01-14 13:39:28,20912.7,0.398,20912.6,7.229,20912.8,0.002,20912.3,0.154,20913.0,0.008,20912.2,1.45,20913.1,0.007,20912.1,0.308,20913.2,2.022,20912.0,0.011,20913.3,0.001,20911.7,0.03,20913.8,0.001,20911.2,0.002,20913.9,0.048,20911.1,0.142,20914.0,0.277,20911.0,0.57,20914.1,3.975,20910.9,1.701
2023-01-14 13:39:28,20912.7,0.083,20912.6,10.331,20912.8,0.002,20912.5,0.046,20913.0,0.008,20912.3,0.154,20913.1,0.007,20912.2,1.45,20913.2,2.022,20912.1,0.308,20913.3,0.001,20911.7,0.03,20913.8,0.001,20911.2,0.002,20913.9,0.048,20911.1,0.142,20914.0,0.043,20911.0,0.942,20914.1,6.631,20910.9,1.701
2023-01-14 13:39:28,20913.2,2.196,20913.1,13.398,20913.3,0.001,20912.7,0.278,20913.6,2.656,20912.6,0.282,20913.8,0.001,20912.5,0.046,20913.9,0.048,20912.3,0.154,20914.0,0.043,20911.7,0.003,20914.1,6.631,20911.3,0.571,20914.3,0.479,20911.2,0.002,20914.8,0.008,20911.1,0.142,20915.0,0.973,20911.0,0.372
2023-01-14 13:39:28,20913.2,5.437,20913.1,3.656,20913.3,0.068,20913.0,0.046,20913.6,2.656,20912.6,0.001,20913.8,0.001,20911.7,0.572,20913.9,0.048,20911.2,0.002,20914.0,0.43,20911.0,0.372,20914.1,3.975,20910.9,1.3,20914.3,0.479,20910.8,0.058,20914.8,0.008,20910.7,0.002,20915.0,0.973,20910.5,0.027
2023-01-14 13:39:29,20913.2,2.334,20913.1,3.114,20913.3,0.001,20913.0,0.046,20913.6,2.656,20912.9,0.013,20913.8,0.009,20912.5,0.008,20913.9,0.048,20912.1,0.57,20914.0,0.043,20912.0,0.149,20914.1,3.975,20911.7,0.002,20914.3,0.479,20911.4,0.008,20914.5,0.027,20911.2,0.002,20914.8,0.008,20911.0,0.372
2023-01-14 13:39:29,20913.2,6.063,20913.1,1.739,20913.3,0.001,20912.5,0.008,20913.5,0.387,20911.7,0.002,20913.6,2.656,20911.4,0.578,20913.8,0.009,20911.3,0.097,20913.9,0.048,20911.2,0.002,20914.0,0.043,20911.0,0.372,20914.1,3.975,20910.9,1.3,20914.3,0.479,20910.8,1.7,20914.5,0.027,20910.7,0.002
2023-01-14 13:39:29,20911.8,5.447,20911.7,1.922,20912.3,0.001,20911.4,0.008,20912.5,8.202,20911.3,0.097,20912.6,0.144,20911.2,0.002,20912.8,0.001,20911.0,0.372,20913.1,0.741,20910.7,0.002,20913.2,0.635,20910.4,0.264,20913.3,0.001,20910.3,0.717,20913.6,0.001,20910.2,0.002,20913.7,0.026,20910.1,1.026
2023-01-14 13:39:29,20910.4,2.596,20910.3,3.867,20910.6,0.141,20910.0,0.001,20911.3,0.216,20909.8,0.001,20911.5,0.02,20909.7,0.003,20911.7,1.7,20909.5,0.385,20911.8,0.001,20909.4,0.02,20912.1,0.478,20909.2,0.002,20912.3,0.002,20908.7,1.775,20912.4,2.087,20908.6,5.539,20912.5,8.202,20908.5,1.915
