timestamp,sell1,vsell1,buy1,vbuy1,sell2,vsell2,buy2,vbuy2,sell3,vsell3,buy3,vbuy3,sell4,vsell4,buy4,vbuy4,sell5,vsell5,buy5,vbuy5,sell6,vsell6,buy6,vbuy6,sell7,vsell7,buy7,vbuy7,sell8,vsell8,buy8,vbuy8,sell9,vsell9,buy9,vbuy9,sell10,vsell10,buy10,vbuy10
2023-01-17 15:54:23,21131.8,0.046,21131.7,28.68,21132.1,0.01,21131.6,0.104,21132.3,0.001,21131.4,3.114,21132.8,0.026,21131.3,0.543,21132.9,0.003,21131.2,3.4,21133.0,0.001,21131.1,0.237,21133.7,16.984,21131.0,1.081,21133.8,0.001,21130.6,0.001,21133.9,0.008,21130.5,4.941,21134.0,0.059,21130.4,1.229
2023-01-17 15:54:23,21131.8,3.435,21131.7,4.695,21132.0,0.832,21131.6,0.105,21132.1,0.01,21131.4,0.08,21132.3,0.001,21131.3,0.543,21132.8,0.026,21131.0,0.021,21132.9,0.429,21130.6,0.276,21133.0,1.701,21130.5,3.913,21133.6,0.621,21130.4,3.306,21133.7,16.984,21130.3,2.74,21133.8,0.001,21130.2,0.354
2023-01-17 15:54:23,21131.8,5.249,21131.7,4.441,21132.0,0.832,21131.6,0.105,21132.1,0.01,21131.0,0.021,21132.3,0.919,21130.9,0.1,21132.8,0.026,21130.6,1.271,21132.9,0.429,21130.5,0.504,21133.0,1.701,21130.4,0.419,21133.5,1.936,21130.3,0.331,21133.6,1.315,21130.1,2.257,21133.7,16.984,21130.0,0.013
2023-01-17 15:54:24,21130.9,9.007,21130.8,0.032,21131.0,9.116,21130.6,0.128,21131.1,6.493,21130.5,0.16,21131.2,0.411,21130.4,0.019,21131.3,0.1,21130.3,0.33,21131.4,14.015,21130.0,0.013,21131.5,1.972,21129.9,0.014,21131.6,0.661,21129.8,1.06,21131.7,19.826,21129.7,0.289,21131.8,6.516,21129.6,0.865
2023-01-17 15:54:24,21129.5,16.251,21129.4,0.71,21129.6,11.883,21129.3,0.415,21129.7,11.565,21129.2,0.08,21129.8,4.154,21129.1,0.001,21129.9,8.333,21129.0,0.001,21130.0,9.426,21128.9,0.269,21130.1,6.744,21128.7,0.89,21130.2,7.787,21128.6,0.05,21130.3,3.859,21128.5,1.518,21130.4,14.451,21128.4,3.496
2023-01-17 15:54:24,21129.5,17.058,21129.4,4.813,21129.6,0.001,21129.3,0.095,21129.8,0.85,21129.1,0.001,21130.3,0.118,21129.0,0.081,21130.4,2.983,21128.9,0.008,21130.5,0.107,21128.7,0.902,21130.6,0.057,21128.6,0.05,21130.7,0.167,21128.5,0.186,21130.8,0.642,21128.4,1.78,21130.9,0.653,21128.3,1.555
2023-01-17 15:54:24,21129.5,18.306,21129.4,2.281,21129.8,0.85,21129.3,0.095,21130.3,0.118,21129.1,0.001,21130.4,4.28,21129.0,0.001,21130.5,0.107,21128.9,0.008,21130.6,0.057,21128.7,0.902,21130.7,0.167,21128.6,0.05,21130.8,0.4,21128.5,0.186,21130.9,0.401,21128.4,1.78,21131.0,0.047,21128.3,0.071
2023-01-17 15:54:25,21129.5,13.79,21129.4,4.902,21129.8,0.85,21129.3,0.095,21130.3,0.105,21129.1,0.001,21130.4,4.28,21129.0,0.001,21130.5,0.108,21128.9,0.008,21130.6,0.057,21128.7,0.914,21130.7,0.167,21128.6,0.05,21130.8,0.4,21128.5,0.186,21130.9,0.401,21128.4,1.78,21131.0,0.047,21128.3,1.538
2023-01-17 15:54:25,21129.5,10.308,21129.4,3.037,21130.3,0.105,21129.3,0.095,21130.4,4.007,21129.1,0.001,21130.5,0.108,21129.0,0.001,21130.6,0.057,21128.9,0.008,21130.7,0.167,21128.7,0.934,21130.8,2.1,21128.6,0.09,21130.9,0.401,21128.5,0.225,21131.0,0.283,21128.4,3.247,21131.3,0.031,21128.3,0.071
2023-01-17 15:54:25,21129.5,0.952,21129.4,6.441,21129.6,0.823,21129.3,0.096,21130.3,0.105,21129.0,0.001,21130.4,2.507,21128.9,0.009,21130.5,0.107,21128.7,0.915,21130.6,0.057,21128.6,0.05,21130.7,0.287,21128.5,0.065,21130.8,0.43,21128.4,1.78,21130.9,0.637,21128.3,0.071,21131.0,0.047,21128.2,0.787
2023-01-17 15:54:25,21130.4,1.282,21130.3,25.282,21130.5,0.013,21130.2,5.421,21130.8,0.03,21130.1,1.132,21131.0,0.013,21130.0,0.013,21131.2,0.013,21129.8,2.323,21131.4,0.139,21129.7,0.001,21131.8,0.197,21129.6,0.013,21131.9,0.001,21129.4,1.078,21132.0,0.013,21129.3,0.105,21132.1,0.01,21129.2,0.05
2023-01-17 15:54:26,21130.4,1.13,21130.3,26.998,21130.5,0.013,21130.2,5.421,21130.8,0.03,21130.1,1.132,21131.0,0.013,21130.0,0.013,21131.2,0.013,21129.8,2.323,21131.7,0.485,21129.7,0.001,21131.8,0.197,21129.6,0.013,21131.9,0.001,21129.4,1.06,21132.0,0.013,21129.3,0.105,21132.1,0.01,21129.2,1.548
2023-01-17 15:54:26,21132.8,2.001,21132.7,16.376,21132.9,0.003,21132.6,0.954,21133.0,0.001,21132.5,0.465,21133.1,0.013,21132.3,0.48,21133.3,0.446,21132.0,0.014,21133.4,0.001,21131.9,0.004,21133.5,0.001,21131.6,0.013,21133.6,0.001,21131.3,0.026,21133.7,16.98,21131.0,0.035,21133.8,0.009,21130.9,0.404
2023-01-17 15:54:26,21132.8,2.212,21132.7,18.009,21132.9,0.003,21132.6,2.692,21133.0,0.001,21132.5,0.934,21133.1,0.013,21132.3,0.48,21133.3,0.446,21132.0,0.013,21133.4,0.001,21131.9,0.004,21133.5,0.001,21131.6,0.013,21133.6,1.701,21131.3,0.026,21133.7,16.98,21131.0,0.035,21133.8,0.009,21130.9,0.405
2023-01-17 15:54:26,21132.8,2.334,21132.7,16.19,21132.9,0.003,21132.6,2.692,21133.0,0.001,21132.5,0.934,21133.1,0.013,21132.3,0.48,21133.3,0.446,21132.1,0.64,21133.4,0.001,21132.0,0.021,21133.5,0.009,21131.9,0.004,21133.6,1.701,21131.6,0.013,21133.7,16.98,21131.3,0.026,21133.8,0.009,21131.0,0.035
2023-01-17 15:54:27,21132.8,1.813,21132.7,15.926,21132.9,0.003,21132.6,2.218,21133.0,0.001,21132.5,0.934,21133.1,0.013,21132.3,0.48,21133.3,0.446,21132.1,0.64,21133.4,0.001,21132.0,0.021,21133.5,0.009,21131.9,0.004,21133.6,1.701,21131.6,0.013,21133.7,16.98,21131.3,0.026,21133.8,0.009,21131.0,0.035
2023-01-17 15:54:27,21132.8,0.159,21132.7,18.048,21132.9,0.003,21132.6,2.318,21133.0,0.011,21132.5,0.934,21133.1,0.013,21132.3,0.48,21133.3,0.446,21132.1,0.64,21133.4,0.001,21132.0,0.008,21133.5,0.009,21131.9,0.004,21133.6,0.001,21131.6,1.317,21133.7,17.0,21131.3,0.026,21133.8,0.009,21131.2,0.354
