timestamp,sell1,vsell1,buy1,vbuy1,sell2,vsell2,buy2,vbuy2,sell3,vsell3,buy3,vbuy3,sell4,vsell4,buy4,vbuy4,sell5,vsell5,buy5,vbuy5,sell6,vsell6,buy6,vbuy6,sell7,vsell7,buy7,vbuy7,sell8,vsell8,buy8,vbuy8,sell9,vsell9,buy9,vbuy9,sell10,vsell10,buy10,vbuy10
2023-01-16 02:46:25,21237.4,2.367,21237.3,2.533,21237.7,0.255,21237.2,0.18,21237.8,0.404,21237.1,0.18,21237.9,0.002,21236.9,0.18,21238.1,0.753,21236.8,0.181,21238.4,0.002,21236.6,0.012,21238.7,0.01,21236.5,0.008,21239.0,0.046,21236.3,0.001,21239.1,0.013,21236.0,0.282,21239.3,0.789,21235.8,0.248
2023-01-16 02:46:25,21234.1,2.261,21234.0,5.142,21234.2,0.003,21233.9,0.011,21234.8,0.039,21233.8,0.001,21235.7,0.02,21233.6,0.02,21235.8,0.026,21233.3,0.014,21236.3,11.16,21233.2,0.021,21236.4,1.65,21233.0,7.961,21236.5,1.518,21232.9,0.001,21236.6,1.896,21232.8,0.016,21236.7,0.101,21232.7,2.825
2023-01-16 02:46:25,21233.1,12.195,21233.0,9.918,21233.2,0.006,21232.9,0.001,21233.3,0.005,21232.8,0.016,21233.5,0.026,21232.7,0.001,21233.8,0.495,21232.6,0.275,21233.9,0.555,21232.5,0.001,21234.4,0.002,21232.4,0.002,21234.7,0.02,21232.3,0.061,21234.8,0.039,21232.2,0.224,21234.9,0.002,21232.0,0.647
2023-01-16 02:46:26,21233.1,14.689,21233.0,7.456,21233.2,0.005,21232.9,0.001,21233.3,0.005,21232.8,0.016,21233.5,0.026,21232.7,0.001,21233.8,0.403,21232.6,0.04,21233.9,0.555,21232.5,0.001,21234.4,0.002,21232.4,0.002,21234.6,0.234,21232.3,0.061,21234.7,0.02,21232.2,0.224,21234.8,0.039,21232.0,0.647
2023-01-16 02:46:26,21233.1,15.503,21233.0,7.085,21233.2,0.24,21232.9,0.001,21233.3,0.005,21232.8,0.001,21233.5,0.026,21232.7,0.001,21233.8,0.416,21232.6,0.02,21233.9,0.555,21232.5,0.001,21234.3,0.796,21232.4,0.002,21234.4,0.082,21232.3,0.001,21234.6,0.234,21232.0,0.647,21234.7,0.02,21231.9,0.265
2023-01-16 02:46:26,21233.1,19.478,21233.0,7.107,21233.2,0.24,21232.9,0.001,21233.3,0.005,21232.8,0.001,21233.5,0.026,21232.7,0.001,21233.8,0.299,21232.6,0.02,21233.9,0.555,21232.5,0.001,21234.2,0.223,21232.4,0.002,21234.3,0.796,21232.3,0.001,21234.4,0.042,21232.0,0.647,21234.6,0.234,21231.9,0.265
2023-01-16 02:46:26,21233.1,20.146,21233.0,7.205,21233.2,0.006,21232.8,0.001,21233.3,0.006,21232.6,0.021,21233.5,0.027,21232.4,0.002,21233.8,0.3,21232.3,0.001,21233.9,0.556,21232.0,0.648,21234.2,0.224,21231.9,0.265,21234.3,0.797,21231.8,0.023,21234.4,0.003,21231.6,0.014,21234.6,1.147,21231.4,0.905
2023-01-16 02:46:27,21230.8,18.175,21230.7,0.004,21230.9,0.58,21230.6,0.001,21231.0,2.86,21230.3,0.001,21231.1,0.235,21230.2,0.001,21231.2,1.476,21230.0,1.308,21231.3,2.439,21229.9,0.003,21231.4,0.003,21229.8,0.002,21231.9,0.065,21229.7,0.013,21232.0,0.093,21229.6,0.106,21232.1,0.021,21229.5,0.001
2023-01-16 02:46:27,21230.8,10.57,21230.7,3.188,21230.9,6.275,21230.6,0.141,21231.0,1.84,21230.3,0.001,21231.3,1.222,21230.2,0.001,21231.4,0.002,21230.0,1.308,21231.9,0.065,21229.9,0.003,21232.0,0.075,21229.8,0.002,21232.4,0.002,21229.7,0.013,21232.5,0.025,21229.6,0.106,21232.6,2.382,21229.5,0.001
2023-01-16 02:46:27,21230.8,10.467,21230.7,3.174,21230.9,6.275,21230.6,0.141,21231.0,0.235,21230.3,0.001,21231.3,1.2,21230.2,0.001,21231.4,0.002,21230.0,1.308,21231.9,0.065,21229.9,0.183,21232.0,0.075,21229.8,0.002,21232.4,0.002,21229.7,0.013,21232.5,0.025,21229.6,0.016,21232.6,2.382,21229.5,0.001
